Music_Title,Drum_Kick,Drum_Snare,Drum_HiHat,Drum_Cymbals,Drum_Overheads,Drum_Tom,Drum_Room,Percussion,Bass,Acoustic_Guitar,Electric_Guitar,Piano,Electric_Piano,Brass,String,WoodWind,Other,Lead_Vocal,Backing_Vocal,Unused,Vocal_Quality
Dune Rider,['01_Kick.wav'],['02_Snare.wav'],['03_Hat.wav'],"['04_Ride.wav', '10_CymbalsOD1.wav', '11_CymbalsOD2.wav']","['05_Overheads1.wav', '06_Overheads2.wav']","['07_Tom1.wav', '08_Tom2.wav', '09_Tom3.wav']",[],[],"['12_BassDI.wav', '13_BassAmp.wav']",[],"['14_Gtr01.wav', '15_Gtr02.wav', '16_Gtr03.wav', '17_Gtr04.wav', '18_Gtr05.wav', '19_Gtr06.wav', '20_Gtr07.wav', '21_Gtr08.wav', '22_Gtr09.wav']",[],"['25_Rhodes.wav', '26_RhodesSFX.wav']",[],[],[],"['23_Hammond01.wav', '24_Hammond02.wav']","['27_LeadVox01.wav', '28_LeadVox02.wav', '29_LeadVox02DT.wav', '30_LeadVox03.wav', '31_LeadVox03DT.wav']","['32_BackingVox01.wav', '33_BackingVox02.wav']",[],1
Dust You And Me,[],[],[],[],[],[],[],[],[],[],['01_Gtr.wav'],[],[],[],[],[],[],[],[],[],0
Duty & Memories,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['11_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav', '09_Tom4.wav', '10_Tom5.wav']","['12_DrumsRoom1.wav', '13_DrumsRoom2.wav']","['14_DrumLoop 1.wav', '15_DrumLoop 2.wav']",['16_BassDI.wav'],[],"['17_ElecGtr01Mic1.wav', '18_ElecGtr01Mic2.wav', '19_ElecGtr01Mic3.wav', '20_ElecGtr01Mic4.wav', '21_ElecGtr01DTMic1.wav', '22_ElecGtr01DTMic2.wav', '23_ElecGtr01DTMic3.wav', '24_ElecGtr01DTMic4.wav', '25_ElecGtr02Mic1.wav', '26_ElecGtr02Mic2.wav', '27_ElecGtr02Mic3.wav', '28_ElecGtr02Mic4.wav', '29_ElecGtr03Mic1.wav', '30_ElecGtr03Mic2.wav', '31_ElecGtr03Mic3.wav', '32_ElecGtr03Mic4.wav']",[],[],[],[],[],"['33_Synth01.wav', '34_Synth02.wav']","['35_LeadVox01.wav', '36_LeadVox01DT.wav', '37_LeadVox02.wav']",[],[],1
Easy Tiger,"['02_Kick1.wav', '03_Kick2.wav']",['04_Snare.wav'],['05_HiHat.wav'],[],[],[],[],"['01_Loop.wav', '18_Sample3.wav']","['06_BassSynth.wav', '07_BassSub.wav']",[],[],[],[],[],[],[],"['08_Synth1.wav', '09_Synth2.wav', '10_Synth3.wav', '11_Synth4.wav', '12_Synth5.wav', '13_Synth6.wav', '14_Synth7.wav', '15_Synth8.wav', '16_Sample1.wav', '17_Sample2.wav', '19_OrchStabs1.wav', '20_OrchStabs2.wav']",['21_Vox1.wav'],"['22_Vox2.wav', '23_Vox3.wav', '24_Vox4.wav', '25_Vox5.wav', '26_Vox6.wav', '27_Vox7.wav', '28_Vox8.wav', '29_VoxMid1.wav', '30_VoxMid2.wav', '31_VoxMid3.wav', '32_VoxMid4.wav', '33_VoxMidAlt1.wav', '34_VoxMidAlt2.wav', '35_VoxMidAlt3.wav', '36_VoxMidAlt4.wav', '37_VoxMidAlt5.wav', '38_VoxMidAlt6.wav', '39_VoxAdLibs1.wav', '40_VoxAdLibs2.wav', '41_VoxSFX.wav']",[],1
Echo (feat. Analise Rios),"['01_Kick1.wav', '02_Kick2.wav', '03_Kick3.wav']","['04_Snare1.wav', '05_Snare2.wav']","['07_HiHat1.wav', '08_HiHat2.wav', '09_HiHat3.wav']","['11_Crash.wav', '21_Crash.wav']","['14_DrumkitClose.wav', '15_DrumkitOverheads.wav']","['10_Tom.wav', '17_DrumkitTom1.wav', '18_DrumkitTom2.wav']",['16_DrumkitRoom.wav'],"['06_Clap.wav', '19_Timpani1.wav', '20_Timpani2.wav']","['23_Bass1.wav', '24_Bass2.wav', '25_Bass3.wav']",[],"['26_ElecGtr1.wav', '27_ElecGtr1DT.wav', '28_ElecGtr2.wav', '29_ElecGtr2DT.wav', '30_ElecGtr3.wav', '31_ElecGtr4.wav']",['38_Piano.wav'],[],[],"['39_Violins.wav', '40_Cellos1.wav', '41_Cellos2.wav', '42_StringsPizz.wav']",[],"['12_Impact1.wav', '13_Impact2.wav', '22_SFX.wav', '32_Synth1.wav', '33_Synth2.wav', '34_Synth3.wav', '35_Synth4.wav', '36_Synth5.wav', '37_Synth6.wav']","['43_LeadVox1.wav', '44_LeadVox1DT1.wav', '45_LeadVox1DT2.wav', '46_LeadVox1SFX.wav', '47_LeadVox2.wav', '48_LeadVox2DT1.wav', '49_LeadVox2DT2.wav', '50_LeadVox2AdLibs.wav']","['51_BackingVox1.wav', '52_BackingVox1DT.wav', '53_BackingVox2.wav', '54_BackingVox2DT.wav', '55_BackingVox3.wav', '56_BackingVox3DT.wav', '57_BackingVox4.wav', '58_BackingVox4DT.wav', '59_BackingVox5.wav', '60_BackingVox6.wav', '61_BackingVox7.wav', '62_BackingVox8.wav', '63_BackingVox9.wav']",[],1
Echoes,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],"['04_Cymbal1.wav', '05_Cymbal2.wav']",[],[],[],"['06_Loop1.wav', '07_Loop2.wav']","['08_Bass.wav', '09_BassSub.wav']",[],"['10_ElecGtr1.wav', '11_ElecGtr2.wav', '12_ElecGtr2DT.wav', '13_ElecGtr3.wav']",[],['14_ElecPiano.wav'],[],[],[],"['15_Synth1.wav', '16_Synth2.wav']",['17_Vox.wav'],[],[],1
El Marinero,['02_Kick.wav'],['03_Snare.wav'],"['04_HiHat1.wav', '05_HiHat2.wav']",[],[],[],[],"['06_Claps.wav', '08_Cowbell.wav', '09_Vibraslap.wav', '10_Percussion1.wav', '11_Percussion2.wav']","['15_Bass1.wav', '16_Bass2.wav']",['21_AcousticGtr.wav'],"['17_ElecGtr1.wav', '18_ElecGtr2.wav', '19_ElecGtr3.wav', '20_ElecGtr4.wav']",[],['22_Organ.wav'],[],[],[],"['01_Intro.wav', '07_Chimes.wav', '12_SFX1.wav', '13_SFX2.wav', '14_SFX3.wav', '23_Synth1.wav', '24_Synth2.wav']",['25_LeadVox.wav'],"['26_BackingVox1.wav', '27_BackingVox2.wav', '28_BackingVox3.wav', '29_BackingVox4.wav', '30_BackingVox5.wav', '31_BackingVox6.wav', '32_BackingVox7.wav']",[],1
Electrvm,"['01_Kick.wav', '02_KickFX.wav']","['03_Snare1.wav', '04_Snare2FX.wav', '05_Snare3.wav', '06_Snare4.wav', '07_Snare5.wav']",['08_HiHat.wav'],[],[],[],[],['09_Taiko.wav'],"['10_Bass1.wav', '11_Bass2.wav']",[],[],"['13_Piano1.wav', '14_Piano2.wav']",['12_Organ.wav'],['17_Brass.wav'],"['15_Strings1.wav', '16_Strings2.wav']",[],"['18_Synth01.wav', '19_Synth02.wav', '20_Synth03.wav', '21_Synth04.wav', '22_Synth05.wav', '23_Synth06.wav', '24_Synth07.wav', '25_Synth08.wav', '26_Synth09.wav', '27_Synth10.wav', '28_Synth11.wav', '29_Synth12.wav', '30_Synth13.wav', '31_Synth14.wav', '32_Synth15.wav', '33_Synth16.wav', '34_Synth17.wav', '35_Synth18.wav', '36_Synth19.wav', '37_Synth20.wav', '38_Synth21.wav', '39_SFX1.wav', '40_SFX2.wav', '41_SFX3.wav', '42_SFX4.wav', '43_SFX5.wav', '55_Vocoder.wav', '56_VocoderFX.wav']","['44_LeadVox.wav', '45_LeadVoxFX1.wav', '46_LeadVoxFX2.wav', '47_LeadVoxFX3.wav']","['48_BackingVox1.wav', '49_BackingVox1DT.wav', '50_BackingVox2.wav', '51_BackingVox3.wav', '52_BackingVox4.wav', '53_BackingVox5.wav', '54_BackingVox6.wav']",[],1
Eliza Jane,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['06_Overheads.wav'],"['04_Tom1.wav', '05_Tom2.wav']",[],[],['07_Bass.wav'],"['08_AcousticGtr1.wav', '09_AcousticGtr2.wav', '10_Mandolin1.wav', '11_Mandolin2.wav']",['14_PedalSteel.wav'],[],[],[],[],[],"['12_HammondMic1Hi.wav', '13_HammondMic2Lo.wav']",['15_LeadVox.wav'],['16_BackingVox.wav'],[],1
Encanto Tropical,[],['Snare DI.wav'],[],[],['Snare _ Hat Mic.wav'],[],[],['Bass Drum.wav'],['Bass.wav'],"['Quattro.wav', 'Elkin Guitar.wav']",[],[],[],[],[],[],[],['Catalina Lead.wav'],"['Adinda Voice.wav', 'Elkin Voice.wav', 'Santi Voice.wav']",[],0
Encore,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['06_Overheads.wav'],"['07_Tom1.wav', '08_Tom2.wav']","['09_Room.wav', '10_RoomLoFi.wav']",[],"['11_BassDI.wav', '12_BassAmp.wav']",['14_Ukelele.wav'],['13_ElecGtr.wav'],[],[],[],[],[],[],['15_LeadVox.wav'],['16_BackingVox.wav'],[],0
EnDance,['01_Kick.wav'],['02_Snare.wav'],[],[],['05_Overheads.wav'],"['03_TomHi.wav', '04_TomLo.wav']",['06_Room.wav'],['07_Claps.wav'],['08_BassDI.wav'],[],"['09_Gtr1.wav', '10_Gtr2.wav', '11_Gtr3.wav', '12_Gtr4aDI.wav', '13_Gtr4bAmp.wav', '14_Gtr5DI.wav', '15_Gtr6aDI.wav', '16_Gtr6bAmp1.wav', '17_Gtr6cAmp2.wav']",[],[],[],[],[],"['18_Synth1.wav', '19_Synth2.wav']","['20_LeadVox.wav', '21_LeadVoxDT.wav']","['22_BackingVox1.wav', '23_BackingVox2.wav', '24_BackingVox3.wav', '25_BackingVox4.wav']",[],1
Entwine,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],['04_Cymbal.wav'],[],[],[],[],"['05_Bass.wav', '06_SubBass.wav']",[],[],[],[],[],[],[],"['07_Synth1.wav', '08_Synth2.wav', '09_Synth3.wav', '10_Synth4.wav', '11_Synth5.wav', '12_Synth6.wav', '13_Synth6FX.wav']",[],[],[],0
Equilibrium,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],"['10_Overheads.wav', '12_DrumsSquash.wav']","['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav', '08_Tom4.wav', '09_Tom5.wav']",['11_DrumsRoom.wav'],[],['13_Bass.wav'],[],"['14_ElecGtr1.wav', '15_ElecGtr1DI.wav', '16_EelcGtr1DT.wav', '17_ElecGtr1DTDI.wav', '18_ElecGtr2.wav', '19_ElecGtr2DI.wav', '20_ElecGtr3.wav', '21_ElecGtr3DI.wav', '22_ElecGtr4.wav', '23_ElecGtr4DI.wav', '24_ElecGtr5.wav', '25_ElecGtr5DI.wav']",[],['30_Organ.wav'],[],[],[],"['26_Synth.wav', '27_SynthSFX.wav']",[],"['28_Choir1.wav', '29_Choir2.wav']",[],1
Escape Of The Hopping Rhinos,[],[],[],['04_Cymbal.wav'],[],[],[],"['01_Loop1.wav', '02_Loop2.wav', '03_Loop3.wav']",['05_Bass.wav'],['13_Shiraki.wav'],[],[],[],[],[],[],"['06_Synth1.wav', '07_Synth2.wav', '08_Synth3.wav', '09_Synth4.wav', '10_Synth5.wav', '11_Synth6.wav', '12_Synth7.wav', '14_VoxSFX.wav']",[],[],[],0
Etc,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav']",['04_DrumRoom.wav'],[],"['08_BassDI.wav', '09_BassAmp.wav']",[],"['10_ElecGtr1.wav', '11_ElecGtr2.wav']",[],[],[],[],[],[],"['12_LeadVox.wav', '13_LeadVoxRoom.wav']",[],[],1
Everybody's Falling Apart,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp1.wav', '04_SnareUp2.wav', '05_SnareDown.wav']",['06_HiHat.wav'],"['07_Ride.wav', '09_Crash1.wav', '10_Crash2.wav']",['08_Overheads.wav'],"['11_Tom1.wav', '12_Tom2.wav', '13_Tom3.wav']",[],[],"['14_BassDI.wav', '15_BassCab.wav']","['16_AcGtrDI.wav', '17_AcGtrMicHi.wav', '18_AcGtrMicLo.wav']","['19_ElecGtr1.wav', '20_ElecGtr2.wav', '21_ElecGtr3.wav', '22_ElecGtr4.wav', '23_ElecGtr5.wav']",[],[],[],[],[],[],['24_LeadVox.wav'],['25_LeadVoxHarm.wav'],[],1
Excessive,['01_Kick.wav'],"['03_Snare1.wav', '04_Snare1SFX1.wav', '05_Snare1SFX2.wav', '06_Snare2.wav', '07_Snare3.wav', '08_Snare3SFX.wav']",[],['09_Crashes.wav'],[],[],[],"['02_Loop.wav', '10_PercussionSFX1.wav', '11_PercussionSFX2.wav']","['12_Subbass.wav', '13_Bass.wav']",[],[],[],[],[],[],[],"['14_Synth1.wav', '15_Synth2.wav', '16_Synth3.wav', '17_Synth4.wav', '18_Synth5.wav']",[],[],[],0
Facade,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",[],[],['04_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav']",['05_DrumsRoom.wav'],[],"['08_BassDI.wav', '09_BassAmpMic1.wav', '10_BassAmpMic2.wav']",[],"['11_ElecGtr1a_VoxM160.wav', '12_ElecGtr1b_VoxSM57.wav', '15_ElecGtr2a_VoxM160.wav', '16_ElecGtr2b_VoxSM57.wav', '13_ElecGtr1c_OrangeMD421.wav', '14_ElecGtr1d_OrangeFatHead.wav', '17_ElecGtr2c_OrangeMD421.wav', '18_ElecGtr2d_OrangeFatHead.wav']",[],[],[],[],[],[],['19_LeadVox.wav'],['20_BackingVox.wav'],[],1
Fairytale,['01_Kick.wav'],['02_Snare.wav'],[],[],['05_Overheads.wav'],"['03_Tom1.wav', '04_Tom2.wav']",['06_DrumsRoom.wav'],[],['07_Bass.wav'],[],"['08_ElecGtr1.wav', '09_ElecGtr2.wav', '10_ElecGtr3.wav', '11_ElecGtr4.wav', '12_ElecGtr5.wav', '13_ElecGtr6.wav']",[],[],[],[],[],"['14_SFX1.wav', '15_SFX2.wav']",['16_LeadVox.wav'],"['17_BackingVox1Wet.wav', '18_BackingVox2.wav', '19_BackingVox3.wav', '20_BackingVox4Dist.wav', '21_BackingVox5Dist.wav']",[],1
Femme,"['01_Kick1.wav', '02_Kick2.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],['10_Cymbals.wav'],[],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav', '09_Tom4.wav']",[],[],"['11_BassDI.wav', '12_BassAmp.wav']",[],"['13_ElecGtr1DI.wav', '14_ElecGtr1Amp.wav', '15_ElecGtr2DI.wav', '16_ElecGtr2Amp.wav', '17_ElecGtr3DI.wav', '18_ElecGtr3Amp.wav', '19_ElecGtr4DI.wav', '20_ElecGtr4Amp.wav', '21_ElecGtr5DI.wav', '22_ElecGtr5Amp.wav']",[],[],[],[],[],[],['23_LeadVox.wav'],[],[],1
Fever,[],[],[],[],[],[],[],['03_Clicks.wav'],[],[],[],[],[],[],[],[],[],[],"['01_Vox1.wav', '02_Vox2.wav']",[],1
Fish Tacos,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['06_Overheads.wav'],"['09_Tom1.wav', '10_Tom2.wav']","['07_Room.wav', '08_RoomLoFi.wav']",[],"['11_BassAmp.wav', '12_BassDI.wav']","['13_GuitarClose.wav', '14_GuitarFar.wav', '15_Ukelele.wav']",[],[],[],[],[],[],['16_Harmonica.wav'],['17_LeadVox.wav'],['18_BackingVox.wav'],[],0
Flames,"['01_KickInMic1.wav', '02_KickInMic2.wav', '03_KickOut.wav']","['04_Snare1Up.wav', '05_Snare1Down.wav', '06_Snare2Up.wav', '07_Snare2Room.wav']",['08_HiHat.wav'],[],['13_Overheads.wav'],"['09_Tom1.wav', '10_Tom2.wav', '11_Tom3.wav', '12_Tom4.wav']","['14_DrumsRoomStereo.wav', '15_DrumsRoomMono.wav']",[],"['16_BassDI.wav', '17_BassAmp.wav']",[],"['18_ElecGtr1Amp.wav', '19_ElecGtr1DI.wav', '20_ElecGtr1DTAmp.wav', '21_ElecGtr1DTDI.wav', '22_ElecGtr2.wav', '23_ElecGtr3.wav']",[],[],[],[],[],[],"['24_LeadVox.wav', '25_LeadVoxDT1.wav', '26_LeadVoxDT2.wav']",[],[],1
Fleche D'Or,[],[],[],[],[],[],[],[],"['01_BassMic1.wav', '02_BassMic2.wav']",['06_AcousticGtr.wav'],"['03_ElecGtr1Mic.wav', '04_ElecGtr1Amp.wav', '05_ElecGtr2Amp.wav']",[],[],[],['08_Violin.wav'],[],['07_Accordion.wav'],[],[],[],0
Flesh And Bone,[],[],[],[],[],[],[],[],"['01_Bass DI.wav', '02_BassMic1.wav', '03_BassMic2.wav']","['04_AcGtr.wav', '05_AcGtrReampClose.wav', '06_AcGtrReampFar.wav']",['08_PedalSteel.wav'],[],[],[],[],[],['07_Accordian.wav'],['09_LeadVox.wav'],[],[],1
Flores De Abril,[],[],[],[],[],[],[],[],['01_Bass.wav'],[],"['08_ElecGtr1.wav', '09_ElecGtr2.wav', '10_ElecGtr3.wav', '11_ElecGtr4.wav']","['02_Piano.wav', '03_PianoSFX.wav']",[],[],[],[],"['04_Hammond1.wav', '05_Hammond2.wav', '06_Synth1.wav', '07_Synth2.wav']",[],[],[],0
Fly High,"['01_Kick1.wav', '02_Kick2.wav']","['03_Snare1.wav', '04_Snare2.wav', '05_Snare3.wav', '06_Snare4.wav', '07_ReverseSnare.wav']",['08_HiHat.wav'],[],[],['09_Toms.wav'],[],[],['15_Bass.wav'],[],[],[],[],[],[],[],"['10_ReverseSFX1.wav', '11_ReverseSFX2.wav', '12_SFX1.wav', '13_SFX2.wav', '14_SFX3.wav', '16_Synth01.wav', '17_Synth02.wav', '18_Synth03.wav', '19_Synth04.wav', '20_Synth05.wav', '21_Synth06.wav', '22_Synth07.wav', '23_Synth08.wav', '24_Synth09.wav', '25_Synth10.wav', '26_Synth11.wav', '27_Synth12.wav', '28_Synth13.wav', '29_Synth14.wav', '30_Synth15.wav', '31_Synth16.wav']",[],[],[],0
Fool,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['08_HiHat.wav'],[],['09_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav']","['10_DrumsRoom1.wav', '11_DrumsRoom2.wav']",['14_Tambourine.wav'],['12_Bass.wav'],['22_AcousticGtr.wav'],"['15_ElecGtr01.wav', '16_ElecGtr01DT.wav', '17_ElecGtr02.wav', '18_ElecGtr02DT.wav', '19_ElecGtr03.wav', '20_ElecGtr03DT.wav', '21_ElecGtr04.wav']",[],['13_Rhodes.wav'],[],[],[],[],"['23_LeadVox1.wav', '24_LeadVox2.wav', '25_LeadVox2DT.wav']",['26_BackingVox.wav'],[],1
For I Am The Moon,[],[],[],[],[],['DJEMBE BOTTOM-260-SSL6000E.wav'],[],"['BEATBOX ALTO A-251E-SSL6000E.wav', 'BEATBOX ALTO B-AK47-SSL6000E.wav', 'BEATBOX GROUP OMNI-260-SSL6000E.wav', 'BEATBOX GROUP OMNI-U47-SSL6000E.wav', 'BEATBOX SOPRANO-CU29-SSL6000E.wav', 'BEATBOX TENOR-251AC-SSL6000E.wav', 'DJEMBE TOP-AR51-SSL6000E.wav', 'DJEMBE TOP-U47-SSL6000E.wav', 'SHAKER-CU29-API1608.wav', 'TAMBORINE-CU29-API1608.wav']","['BASS SYNTH-DI-SSL6000E.wav', 'BASS-DI-SSL6000E.wav']","['UKULELE-251E-SSL6000E.wav', 'UKULELE-260-SSL6000E.wav']",[],[],[],[],[],[],[],"['LD VOX ALTO A-251AC-SSL6000E.wav', 'LD VOX ALTO A-CU29-SSL6000E.wav', 'LD VOX ALTO A-U47-SSL6000E.wav', 'LD VOX ALTO B-251E-SSL6000E.wav', 'LD VOX ALTO B-260-SSL6000E.wav', 'LD VOX ALTO B-AK47-SSL6000E.wav', 'LD VOX SOPRANO A-251E-SSL6000E.wav', 'LD VOX SOPRANO A-260-SSL6000E.wav', 'LD VOX SOPRANO A-AK47-SSL6000E.wav', 'LD VOX SOPRANO B-251AC-SSL6000E.wav', 'LD VOX SOPRANO B-CU29-SSL6000E.wav', 'LD VOX SOPRANO B-U47-SSL6000E.wav']","['GUITAR VOX ALTO-CU29-SSL6000E.wav', 'GUITAR VOX ALTO-U47-SSL6000E.wav', 'ORGAN DBL VOX ALTO-CU29-SSL6000E.wav', 'ORGAN DBL VOX ALTO-U47-SSL6000E.wav', 'ORGAN DBL VOX TENOR-251E-SSL6000E.wav', 'ORGAN DBL VOX TENOR-AK47-SSL6000E.wav', 'ORGAN VOX ALTO-CU29-SSL6000E.wav', 'ORGAN VOX ALTO-U47-SSL6000E.wav', 'ORGAN VOX TENOR-251E-SSL6000E.wav', 'ORGAN VOX TENOR-AK47-SSL6000E.wav', 'SCRATCH VOX ALTO-M80-SSL6000E.wav', 'ADLIB ALTO A-AK47-SSL6000E.wav', 'ADLIB ALTO B-251E-SSL6000E.wav', 'ADLIB GROUP OMNI-260-SSL6000E.wav', 'ADLIB GROUP OMNI-U47-SSL6000E.wav', 'ADLIB SOPRANO-251AC-SSL6000E.wav', 'ADLIB TENOR-CU29-SSL6000E.wav', 'AH ALTO-251E-SSL6000E.wav', 'AH ALTO-AK47-SSL6000E.wav', 'AH DBL ALTO-251E-SSL6000E.wav', 'AH DBL ALTO-AK47-SSL6000E.wav', 'AH DBL SOPRANO-CU29-SSL6000E.wav', 'AH DBL SOPRANO-U47-SSL6000E.wav', 'AH SOPRANO-CU29-SSL6000E.wav', 'AH SOPRANO-U47-SSL6000E.wav', 'OUTRO ALTO-251E-SSL6000E.wav', 'OUTRO ALTO-AK47-SSL6000E.wav', 'OUTRO SOPRANO-CU29-SSL6000E.wav', 'OUTRO SOPRANO-U47-SSL6000E.wav']","['TELEFUNKEN SoVoSo All Starts SINGER B.wav', 'TELEFUNKEN SoVoSo All-Stars SINGER A.wav']",1
Foundation,['Kick.LA220.wav'],['SN.LA320.wav'],[],['Cymb OD.wav'],[],[],[],[],['Bass Amp.LA320.wav'],['DOBRO.LA320.wav'],['El Gtr.LA220.wav'],[],"['Organ HI.2.wav', 'Organ HI.wav', 'Organ Low.2.wav', 'Organ Low.wav']","['Horns CL.LA320.wav', 'Horns Room.LA220.wav']",[],[],['Wurli.LA220.wav'],"['Lead Bridge.wav', 'Lead Chorus.wav', 'Lead DB.wav', 'Lead Extra.wav', 'Lead Low.L.wav', 'Lead Low.R.wav', 'Lead.LA320.wav']","['Caro & Doriane1.wav', 'Caro & Doriane2.wav', 'LD Chorus.DB.L.wav', 'LD Chorus.DB.R.wav']","['Lauten Foundation DFT M4L.L.wav', 'Lauten Foundation DFT M4L.R.wav']",1
Four Graham,['01_Kick.wav'],['02_Snare.wav'],[],[],['05_Overheads.wav'],"['03_Tom1.wav', '04_Tom2.wav']",['06_DrumsRoom.wav'],[],"['08_BassDI.wav', '09_BassPedal.wav']","['25_AcousticGtr01.wav', '26_AcousticGtr02.wav', '27_AcousticGtr03.wav']","['10_ElecGtr01.wav', '11_ElecGtr02.wav', '12_ElecGtr03.wav', '13_ElecGtr04.wav', '14_ElecGtr05.wav', '15_ElecGtr06.wav', '16_ElecGtr07.wav', '17_ElecGtr08.wav', '18_ElecGtr09.wav', '19_ElecGtr10.wav', '20_ElecGtrDI01.wav', '21_ElecGtrDI02.wav', '22_ElecGtrDI03.wav', '23_ElecGtrDI04.wav', '24_ElecGtrDI05.wav']",[],[],[],[],[],['07_ReverseSFX.wav'],['28_LeadVox.wav'],"['29_BackingVox01.wav', '30_BackingVox02.wav', '31_BackingVox03.wav', '32_BackingVox04.wav', '33_BackingVox05.wav', '34_BackingVox06.wav', '35_BackingVox07.wav', '36_BackingVox08.wav', '37_BackingVox09.wav']",[],1
Fragile Thoughts,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overhead.wav'],[],[],['06_Percussion.wav'],['04_BassDI.wav'],[],['05_Gtr.wav'],[],[],[],[],[],[],['07_LeadVox.wav'],[],[],0
From Earth To Planet Omega,"['01_Kick1.wav', '02_Kick2.wav']","['03_Snare1.wav', '04_Snare2.wav']",['05_Hat.wav'],"['06_Ride.wav', '07_Crash.wav']",[],[],[],"['08_Percussion1.wav', '09_Percussion2.wav', '10_Percussion3.wav', '11_Percussion4.wav']","['12_SynthBass1.wav', '13_SynthBass2.wav', '14_SynthBass3.wav', '15_SynthBass4.wav']",[],[],[],"['35_Organ1.wav', '36_Organ2.wav']",[],[],[],"['16_SynthArp1.wav', '17_SynthArp2.wav', '18_SynthArp3.wav', '19_SynthArp4.wav', '20_SynthStabs1.wav', '21_SynthStabs2.wav', '22_SynthPad1.wav', '23_SynthPad2.wav', '24_SynthPad3.wav', '25_SynthPad4.wav', '26_SynthMel1.wav', '27_SynthMel2.wav', '28_SynthMel3.wav', '29_SynthMel4.wav', '30_SynthMel5.wav', '31_SynthMel6.wav', '32_SynthMel7.wav', '33_SynthMel8.wav', '34_SynthMel9.wav', '37_SFX01.wav', '38_SFX02.wav', '39_SFX03.wav', '40_SFX04.wav', '41_SFX05.wav', '42_SFX06.wav', '43_SFX07.wav', '44_SFX08.wav', '45_SFX09.wav', '46_SFX10.wav', '47_SFX11.wav', '48_SFX12.wav', '49_SFX13.wav', '50_SFX14.wav', '51_SFX15.wav', '52_SFX16.wav', '53_SFX17.wav', '54_SFX18.wav', '55_SFX19.wav', '56_SFX20.wav', '57_SFX21.wav', '58_SFX22.wav', '59_SFX23.wav', '60_SFX24.wav']",[],[],[],0
Funkkihillo,['01_Kick.wav'],[],[],[],['02_Overheads.wav'],[],[],[],['04_Bass.wav'],['05_AcousticGtr.wav'],"['06_ElecGtr01.wav', '07_ElecGtr02.wav', '08_ElecGtr03.wav', '09_ElecGtr04.wav', '10_ElecGtr05.wav', '11_ElecGtr06.wav', '12_ElecGtr07.wav', '13_ElecGtr08.wav', '14_ElecGtr09.wav', '15_ElecGtr10.wav', '16_ElecGtr11.wav', '17_ElecGtr12.wav', '18_ElecGtr13.wav', '19_ElecGtr14.wav', '20_ElecGtr15.wav', '21_ElecGtr16.wav', '22_ElecGtr17.wav', '23_ElecGtr18.wav', '24_ElecGtr19.wav', '25_ElecGtr20.wav', '26_ElecGtr21.wav', '27_ElecGtr22.wav']",[],[],[],[],[],['03_VinylNoise.wav'],"['28_LeadVox.wav', '29_LeadVoxDT.wav']","['30_BackingVox.wav', '31_BackingVox.wav', '32_BackingVox.wav', '33_BackingVox.wav', '34_BackingVox.wav']",[],1
